rank,eligible,eligibility_reasons,distribution_ready,distribution_readiness_reasons,apn,site_apns,site_type,parcel_count,residential_zoning,SITUS_ADD,SITUS_CTY,FID,centroid_lon,centroid_lat,score,gross_acres,screenable_acres,excluded_acres,wetland_exclusion_acres,protected_exclusion_acres,farmland_exclusion_acres,city_exclusion_acres,improvement_value,improvement_value_per_acre,flat_fraction,open_fraction,contiguous_acres,mean_slope_deg,estimated_mw,reference_project_mw,reference_battery_mwh,reference_annual_mwh,reference_average_kw,static_pv_export_limit_mw,reference_export_gap_mw,interconnection_path,screened_project_mw,screened_annual_mwh,transmission_distance_m,transmission_Name,transmission_kV,transmission_Owner,transmission_Status,transmission_Type,highway_1_side,highway_1_distance_m,highway_1_viewshed_exposure,highway_1_visible_length_m,highway_1_nearest_visible_distance_m,pge_distance_m,pge_FeederId,pge_FeederName,pge_CSV_LineSection,pge_GenCapacity_kW,pge_GenericPVCapacity_kW,pge_voltage_kv,pge_phase_cnt,pge_ICA_Analysis_Date,pge_Feeder_Name,pge_Substation,pge_Nominal_Voltage,pge_ResCust,pge_ComCust,pge_IndCust,pge_AgrCust,pge_OthCust,pge_Existing_DG,pge_Queued_DG,pge_Total_DG,pge_profile_min_load_kw,pge_profile_peak_load_kw,pge_profile_min_midday_load_kw,fire_hazard,solar_kwh_m2_day,annual_mwh_per_mw,LCP_CODE,GEN_PLAN,BASEZONE,score_contiguous_land,score_flat_fraction,score_open_land_cover,score_undeveloped,score_industrial_reuse,score_distribution_proximity,score_residential_demand,score_evening_peak_demand,score_grid_hosting_capacity,score_solar_resource,score_transmission_proximity,score_low_highway_visibility
96,True,,False,insufficient_static_pv_ica,0270112500,0270112500,greenfield,1,False,NONE, ,57136,-123.71717418469586,38.93232173932577,0.5888348623637548,376.28074442787283,228.64211970464476,147.63862472322808,147.63860054173858,9.545247899996031e-05,0.45261195769699786,0.0,0.0,0.0,0.9411196911196911,0.8166023166023166,64.7168994062506,3.649831994296232,11.766708982954656,1.0,4.0,1460.8278200000002,166.7611666666667,0.196,0.804,controlled_export_or_distribution_upgrade,0.196,286.32225272000005,2672.0409856575725,PG&E 60kV,60,PG&E,Operational,OH,west,3.731429699527666,0.01875090929436886,1400.0,112.48854918534525,0.0,043381101,POINT ARENA 1101,3064705,106.0,196.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,1.0,0.9411196911196911,0.8166023166023166,1.0,0.0,1.0,0.2611721611721612,0.2937704918032787,0.098,0.9450683345856266,0.06911102665196694,0.5312272676407785
97,True,,False,insufficient_static_pv_ica,1310301100,1310301100,greenfield,1,False,NONE, ,33348,-123.702097615987,39.086239502698376,0.5887342678975035,47.22170553660785,43.0991156346,4.122589902007853,4.1225899020071335,0.0,0.0,0.0,6172.0,130.70260656331564,0.885,0.965,38.02951820779675,6.260270095976937,6.914457855963045,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,369.74200662747256,PG&E 60kV,60,PG&E,Operational,OH,west,9.444315272409364,0.041793449733631235,900.0,139.53916296822018,0.0,042981101,ELK 1101,3959051,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,AG60,AG,1.0,0.885,0.965,0.9869297393436685,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,1.0,0.6909125585066522,0.0
98,True,,False,insufficient_static_pv_ica,1330101200,1330101200,greenfield,1,False,18600 S HWY 1,MANCHESTER,34398,-123.69130348446677,38.979702810742644,0.5884184547421918,25.818898396336056,25.407436224262756,0.4114621720732998,0.41146217207396363,0.0,0.0,0.0,4527.0,175.33668286337203,1.0,0.954954954954955,23.57385339196757,0.7605970637772412,4.286155162175922,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,609.5009199914392,PG&E 60kV,60,PG&E,Operational,OH,west,2.5639250257964,0.06025489072160614,2700.0,50.90572726736351,0.0,042981101,ELK 1101,4993868,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,1.0,0.954954954954955,0.9824663317136628,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,0.5436221123112973,0.0
99,True,,False,insufficient_static_pv_ica,1330600200,1330600200,greenfield,1,False,43600 CRISPIN RD,MANCHESTER,33675,-123.68283400119765,38.97913764608584,0.5877697392392623,56.67163086321819,49.310649628083226,7.360981235134965,7.360981235134991,0.0,0.0,0.0,47135.0,831.7212559801629,1.0,1.0,50.26123459042143,3.390935987500379,9.138406289167532,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,79.31703131905832,0.055401935835427754,2400.0,212.2785891526298,0.0,042981101,ELK 1101,4140078,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002, ,RL160,RL,1.0,1.0,1.0,0.9168278744019838,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,1.0,0.0
100,True,,False,insufficient_static_pv_ica,1322300700,1322300700,greenfield,1,False,18251 S HWY 1,MANCHESTER,38075,-123.6824183124708,38.98564148069351,0.5875864166339193,66.98954477997523,40.99283571702505,25.99670906295018,25.99670906295037,0.0,0.0,0.0,0.0,0.0,0.8797814207650273,0.8907103825136612,28.02175025837655,5.788101291276314,5.094863683341191,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,5.3634567486770806,0.03978957804768158,3300.0,40.73602541321379,0.0,042981101,ELK 1101,4450421,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002, ,RL160,RL,1.0,0.8797814207650273,0.8907103825136612,1.0,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,1.0,0.005260548807960563
101,True,,True,,1271000100,1271000100,greenfield,1,False,NONE, ,30663,-123.73461968509979,39.1434665066124,0.5851791040825888,41.38267249377938,25.429618782989653,15.953053710789728,15.953053710789142,0.0,0.0,0.0,0.0,0.0,0.7567567567567568,0.972972972972973,18.013982308956354,8.535765750088649,3.2752695107193373,1.0,4.0,1545.7377699999997,176.4540833333333,1.18,0.0,static_distribution,0.873,1349.4290732099998,613.0655856736042,PG&E 60kV,60,PG&E,Operational,OH,west,2.383609748702463,0.034155837560109925,4500.0,77.38964096723467,304.1924437291993,042981101,ELK 1101,3233329,820.0,1180.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,0.9006991154478177,0.7567567567567568,0.972972972972973,1.0,0.0,0.7377188834161317,0.4824175824175824,0.5171584699453552,0.59,1.0,0.5416877309831661,0.14610406099725193
102,True,,False,insufficient_static_pv_ica,1310501800,1310501800,greenfield,1,False,11001 S HWY 1,ELK,24660,-123.69948400938685,39.079158793604776,0.5845040090018102,67.13048229784674,41.23247545357979,25.898006844266952,25.898006844266238,0.0,0.0,0.0,21443.0,319.4227013722468,0.824468085106383,0.973404255319149,24.241037921928918,8.936962055338238,4.407461440350712,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,309.1732663050093,PG&E 60kV,60,PG&E,Operational,OH,crosses,0.0,0.051215275155646854,2800.0,125.82789255409915,0.0,042981101,ELK 1101,3516541,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,AG60,AG,1.0,0.824468085106383,0.973404255319149,0.9680577298627753,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,1.0,0.734053572256894,0.0
103,True,,False,insufficient_static_pv_ica,1311104500,1311104500,greenfield,1,False,NONE, ,45472,-123.68146601935666,39.037278782841206,0.584408124637896,148.78928941750087,112.54804169347254,36.24124772402833,36.24124772402933,0.0,0.0,0.0,0.0,0.0,0.38,0.558,19.570746212199495,16.551949615933264,3.558317493127181,1.0,4.0,1545.7377699999997,176.4540833333333,0.4,0.6,controlled_export_or_transmission_study,0.4,618.2951079999999,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,13.004208732770968,0.02249986071883047,600.0,146.95731904731826,662.2130406832463,042981101,ELK 1101,4185824,290.0,400.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,0.9785373106099747,0.38,0.558,1.0,0.0,0.5157087861805337,0.4824175824175824,0.5171584699453552,0.2,1.0,1.0,0.4375034820292383
104,True,,False,insufficient_static_pv_ica,1310700200,1310700200,greenfield,1,False,NONE, ,24680,-123.69265794649034,39.06806429317795,0.5823697941160756,33.9332109057335,20.93635478822494,12.996856117508564,12.996856117509385,0.0,0.0,0.0,0.0,0.0,1.0,0.8865979381443299,17.569192622315455,3.814836581009448,3.19439865860281,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,223.92829888576725,PG&E 60kV,60,PG&E,Operational,OH,crosses,0.0,0.05761924798889064,2700.0,32.04138312457515,0.0,042981101,ELK 1101,4993913,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,0.8784596311157727,1.0,0.8865979381443299,1.0,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,1.0,0.7993724482098311,0.0
105,True,,False,insufficient_static_pv_ica,1311002200,1311002200,greenfield,1,False,13801 S HWY 1,ELK,60958,-123.68399953774923,39.042760262562346,0.582038554881866,23.409323173821967,23.26861228853651,0.14071088528545772,0.1407108852849981,0.0,0.0,0.0,0.0,0.0,1.0,0.9150943396226415,21.572299802083535,2.8309373103922577,3.922236327651552,1.0,4.0,1545.7377699999997,176.4540833333333,0.4,0.6,controlled_export_or_distribution_upgrade,0.4,618.2951079999999,129.59991017217934,PG&E 60kV,60,PG&E,Operational,OH,east,7.598347672558127,0.08312213066807103,3100.0,34.35661081738756,257.00596368265826,042981101,ELK 1101,4185824,290.0,400.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,AG60,AG,1.0,1.0,0.9150943396226415,1.0,0.0,0.7733636016565968,0.4824175824175824,0.5171584699453552,0.2,1.0,0.878446818258891,0.0
106,True,,False,insufficient_static_pv_ica,1310500700,1310500700,greenfield,1,False,11500 S HWY 1,ELK,37499,-123.69404098664062,39.07176791134816,0.5816727843662188,17.802170326664942,17.802170326664942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9390243902439024,17.124402935674556,3.4776217280496073,3.113527806486283,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,229.68117477287407,PG&E 60kV,60,PG&E,Operational,OH,west,3.8264801718112977,0.05630637043909047,2300.0,37.07581956053584,0.0,042981101,ELK 1101,4246873,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,AG60,AG,0.8562201467837278,1.0,0.9390243902439024,1.0,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,1.0,0.794786960245885,0.0
107,True,,False,insufficient_static_pv_ica,1270200500,1270200500,greenfield,1,False,NONE, ,30683,-123.73514848577348,39.16690344321231,0.5807215723667045,186.76384553802706,185.3136480047536,1.4501975332734673,1.4501975332749397,0.0,0.0,0.0,0.0,0.0,0.517490952955368,0.7334137515078407,33.13683165474687,13.509928750350472,6.024878482681249,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,0.0,PG&E 60kV,60,PG&E,Operational,OH,crosses,0.0,0.0365566816544984,2700.0,63.98965746564291,0.0,042981101,ELK 1101,3911606,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.517490952955368,0.7334137515078407,1.0,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,1.0,1.0,0.08608295863754001
108,True,,False,insufficient_static_pv_ica,1321801400,1321801400,greenfield,1,False,NONE, ,38920,-123.6871260381023,39.00288053312577,0.5796341384697914,20.049907118777185,19.19375923609032,0.8561478826868658,0.8561478826878535,0.0,0.0,0.0,0.0,0.0,0.6585365853658537,0.9390243902439024,12.009321539304235,7.8795960908259985,2.1835130071462245,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,415.80158704890385,PG&E 60kV,60,PG&E,Operational,OH,east,11.767122785255484,0.024766913373624393,4000.0,242.46421378300124,210.17157049309708,042981101,ELK 1101,4608765,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,0.6004660769652117,0.6585365853658537,0.9390243902439024,1.0,0.0,0.8104451855610819,0.4824175824175824,0.5171584699453552,0.0,1.0,0.6598111725795418,0.38082716565939023
109,True,,False,insufficient_static_pv_ica,0272911701,0272911701,greenfield,1,False,43100 CURLEY LN,POINT ARENA,31419,-123.68057434761228,38.8997022885507,0.5794433972453218,122.0583461579342,109.45387717583786,12.604468982096336,12.604444532084507,0.0,0.0,0.0,0.0,0.0,0.8909090909090909,0.7272727272727273,71.61113954918451,4.305036035115461,13.020207190760821,1.0,4.0,1460.8278200000002,166.7611666666667,0.42,0.5800000000000001,controlled_export_or_distribution_upgrade,0.42,613.5476844000001,709.2411401709005,PG&E 60kV,60,PG&E,Operational,OH,east,1.0400817738942834,0.008380395861586502,1300.0,184.53361315862566,966.2538854796451,043381101,POINT ARENA 1101,3321373,300.0,420.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.8909090909090909,0.7272727272727273,1.0,0.0,0.38050578980843525,0.2611721611721612,0.2937704918032787,0.21,0.9450683345856266,0.49201742808958265,0.7904901034603374
110,True,,False,insufficient_static_pv_ica,1330101600,1330101600,greenfield,1,False,NONE, ,39022,-123.69219924387176,38.975207380230714,0.5794100048648808,41.40410727517932,38.89156709041177,2.512540184767552,2.5125401847663014,0.0,0.0,0.0,0.0,0.0,1.0,0.9884393063583815,38.02951820779675,0.8803448220759846,6.914457855963045,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,585.0632954276731,PG&E 60kV,60,PG&E,Operational,OH,west,1.5183023989753812,0.046362108554813944,1500.0,314.547997938215,161.0616408541272,042981101,ELK 1101,4913641,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,1.0,1.0,0.9884393063583815,1.0,0.0,0.8512395983540256,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,0.5570706006743374,0.0
111,True,,False,insufficient_static_pv_ica,0272911900,0272911900,greenfield,1,False,42900 CURLEY LN,POINT ARENA,39084,-123.67239938832012,38.90312149546332,0.5791890387747389,198.16757130062314,155.59204750438323,42.57552379623991,42.575523796236745,0.0,0.0,0.0,717954.0,3622.9641171251637,0.7393162393162394,0.6609686609686609,89.40272701482041,7.003499042336861,16.255041275421892,1.0,4.0,1460.8278200000002,166.7611666666667,0.42,0.5800000000000001,controlled_export_or_transmission_study,0.42,613.5476844000001,1.2521103295572902,PG&E 60kV,60,PG&E,Operational,OH,east,532.4144945335388,0.00010968806691739893,200.0,2551.018596864666,695.5990897174615,043381101,POINT ARENA 1101,4183050,300.0,420.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,1.0,0.7393162393162394,0.6609686609686609,0.6377035882874836,0.0,0.49877554715824607,0.2611721611721612,0.2937704918032787,0.21,0.9450683345856266,0.9987486732335115,0.9972577983270651
112,True,,False,insufficient_static_pv_ica,0272910900,0272910900,greenfield,1,False,NONE, ,37530,-123.66417695638158,38.90600232430887,0.5781400846217823,61.016734908131866,51.207175877523866,9.809559030608,9.809559030608474,0.0,0.0,0.0,0.0,0.0,0.5022421524663677,0.4125560538116592,18.013982308956354,15.105906726974517,3.2752695107193373,1.0,4.0,1460.8278200000002,166.7611666666667,0.083,0.917,controlled_export_or_transmission_study,0.083,121.24870906000002,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,1658.5617842990403,0.0003584370950212031,300.0,2129.9047661348927,794.3520360415046,043381101,POINT ARENA 1101,3453132,62.0,83.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,FL160,TP,0.9006991154478177,0.5022421524663677,0.4125560538116592,1.0,0.0,0.45187393810747095,0.2611721611721612,0.2937704918032787,0.0415,0.9450683345856266,1.0,0.9910390726244699
113,True,,False,insufficient_static_pv_ica,1310300600,1310300600,greenfield,1,False,NONE, ,32032,-123.70332134564214,39.09015768749405,0.5779212788657206,31.266670701374277,15.725684366506368,15.54098633486791,15.540986334867947,0.0,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,13.343690599226928,1.6958612804124678,2.426125563495805,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_distribution_upgrade,0.0,0.0,335.8272480973193,PG&E 60kV,60,PG&E,Operational,OH,west,9.571817224766454,0.03509095837668853,1000.0,61.0858856764379,0.0,042981101,ELK 1101,4987063,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,AG60,AG,0.6671845299613464,1.0,0.8571428571428571,1.0,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,1.0,0.7147465689812279,0.12272604058278669
114,True,,False,insufficient_static_pv_ica,1322200400,1322200400,greenfield,1,False,17001 S HIGHWAY 1,MANCHESTER,26275,-123.67770657523161,38.99955661257719,0.5769625243456604,140.99199838631304,107.88931715532293,33.102681230990115,33.10268123099068,0.0,0.0,0.0,88154.0,625.2411555899873,0.4090909090909091,0.6508264462809917,11.11974216602244,11.818426195255146,2.021771302913171,1.0,4.0,1460.8278200000002,166.7611666666667,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,239.44768439747335,0.020920017485490924,2300.0,1190.0849132166231,0.0,042981101,ELK 1101,5124584,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.6538,1460.8278200000002, ,RL160,RL,0.5559871083011221,0.4090909090909091,0.6508264462809917,0.9374758844410013,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,0.9450683345856266,1.0,0.47699956286272693
115,True,,False,insufficient_static_pv_ica,0272912100,0272912100,greenfield,1,False,42951 EUREKA HILL RD,POINT ARENA,39032,-123.67455205710314,38.909643157756044,0.576731852495842,38.50241847389254,26.870811266402097,11.631607207490443,11.631607207490449,0.0,0.0,0.0,169516.0,4402.736418101743,0.6528925619834711,0.9173553719008265,16.45721840571321,7.796256626417076,2.9922215283114926,1.0,4.0,1460.8278200000002,166.7611666666667,0.42,0.5800000000000001,controlled_export_or_transmission_study,0.42,613.5476844000001,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,1354.5603385565414,0.0,0.0,,301.74334549428164,043381101,POINT ARENA 1101,4183050,300.0,420.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,0.8228609202856605,0.6528925619834711,0.9173553719008265,0.5597263581898257,0.0,0.7395278436878849,0.2611721611721612,0.2937704918032787,0.21,0.9450683345856266,1.0,1.0
116,True,,False,insufficient_static_pv_ica,0272211800,0272211800,greenfield,1,False,43451 EUREKA HILL RD,POINT ARENA,35265,-123.67882870998663,38.91059951998409,0.5763772273875772,44.420193830613606,35.10910290020222,9.311090930411389,9.31109093041194,0.0,0.0,0.0,410806.0,9248.181166577437,1.0,0.7792207792207793,20.682720428801737,2.0837251617379886,3.7604946234184977,1.0,4.0,1460.8278200000002,166.7611666666667,0.42,0.5800000000000001,controlled_export_or_transmission_study,0.42,613.5476844000001,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,893.0236454896099,0.0009355452717824585,300.0,1538.8111253588336,1.9380950328473807,043381101,POINT ARENA 1101,4183050,300.0,420.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,High,4.6538,1460.8278200000002, , , ,1.0,1.0,0.7792207792207793,0.07518188334225628,0.0,0.9980637818606024,0.2611721611721612,0.2937704918032787,0.21,0.9450683345856266,1.0,0.9766113682054386
117,True,,False,insufficient_static_pv_ica,0270510400,0270510400,greenfield,1,False,24000 WINDY HOLLOW RD,POINT ARENA,32210,-123.6979965378417,38.91998022089759,0.5742942692816231,40.40579179071445,27.167138779195835,13.238653011518618,13.238653011518931,0.0,0.0,0.0,191395.0,4736.820923875175,0.7916666666666666,0.9166666666666666,19.570746212199495,7.350986513489602,3.558317493127181,1.0,4.0,1460.8278200000002,166.7611666666667,0.31,0.69,controlled_export_or_distribution_upgrade,0.31,452.85662420000006,1277.1676038232315,PG&E 60kV,60,PG&E,Operational,OH,east,319.70220863516596,0.0007919146110358789,200.0,1134.523978993402,493.0424620227401,043381101,POINT ARENA 1101,5572516,220.0,310.0,12,3.0,Feb 2025,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,RL160,RL,0.9785373106099747,0.7916666666666666,0.9166666666666666,0.5263179076124824,0.0,0.6107653341837554,0.2611721611721612,0.2937704918032787,0.155,0.9450683345856266,0.27882592856639454,0.980202134724103
118,True,,False,insufficient_static_pv_ica,0270210500,0270210500,greenfield,1,False,NONE, ,38149,-123.695752569884,38.93718658299918,0.5736807720545344,48.265145388536325,35.60133238839196,12.663813000144366,12.663857207296038,0.0,0.6459365158760788,0.0,0.0,0.0,0.5679012345679012,0.7901234567901234,18.236377152276802,10.091652501744962,3.3157049367776,1.0,4.0,1460.8278200000002,166.7611666666667,0.196,0.804,controlled_export_or_distribution_upgrade,0.196,286.32225272000005,1241.8673424908422,PG&E 60kV,60,PG&E,Operational,OH,east,17.881683054190635,0.015838381456844887,2900.0,775.4301949355505,0.0,043381101,POINT ARENA 1101,3513301,106.0,196.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,Moderate,4.6538,1460.8278200000002,R,AG60,AG,0.9118188576138401,0.5679012345679012,0.7901234567901234,1.0,0.0,1.0,0.2611721611721612,0.2937704918032787,0.098,0.9450683345856266,0.2888443427155635,0.6040404635788779
119,True,,False,insufficient_static_pv_ica,1331501201,1331501201,greenfield,1,False,NONE, ,38520,-123.66288775802927,38.942182897713394,0.5736282589677404,79.27470399522203,79.27470399522203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505524861878453,0.30939226519337015,17.346797778995008,14.025979778162363,3.153963232544547,1.0,4.0,1460.8278200000002,166.7611666666667,0.018,0.982,controlled_export_or_distribution_upgrade,0.018,26.29490076,802.9934603771412,PG&E 60kV,60,PG&E,Operational,OH,east,2112.4604097337806,0.002051755251910172,1400.0,2255.8124874285654,461.5420485601016,043381101,POINT ARENA 1101,3736626,12.0,18.0,12,3.0,Mar 2026,POINT ARENA 1101,POINT ARENA,12,713,162,15,24,17,382,687,1069,576.0,1344.0,581.0,High,4.6538,1460.8278200000002,R,RL160,RL,0.8673398889497503,0.505524861878453,0.30939226519337015,1.0,0.0,0.6303109256537345,0.2611721611721612,0.2937704918032787,0.009,0.9450683345856266,0.4479859268341718,0.9487061187022457
120,True,,False,insufficient_static_pv_ica,1311000400,1311000400,greenfield,1,False,13200 S HWY 1,ELK,43712,-123.68916021565835,39.0488780300278,0.5729494908556083,105.41661639709955,57.91025740050495,47.50635899659459,47.50635899659325,0.0,0.0,0.0,44765.0,424.64842384403903,0.7115384615384616,0.926923076923077,21.794694645403982,9.689825271545729,3.962671753709815,1.0,4.0,1545.7377699999997,176.4540833333333,0.4,0.6,controlled_export_or_distribution_upgrade,0.4,618.2951079999999,419.35271971174274,PG&E 60kV,60,PG&E,Operational,OH,west,84.1107451504476,0.056749174233759844,1500.0,121.53784279709151,87.40506144665223,042981101,ELK 1101,4185824,290.0,400.0,12,3.0,Apr 2025,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.7115384615384616,0.926923076923077,0.9575351576155962,0.0,0.9163058602743238,0.4824175824175824,0.5171584699453552,0.2,1.0,0.6574722509417227,0.0
121,True,,False,insufficient_static_pv_ica,1322202500,1322202500,greenfield,1,False,NONE, ,511,-123.67859577230176,39.008947261612924,0.5721408640302439,160.3110778119115,126.31266004144062,33.99841777047088,33.99841777047036,0.0,0.0,0.0,0.0,0.0,0.6017391304347826,0.7373913043478261,25.797801825172062,9.512089774643714,4.690509422758557,1.0,4.0,1545.7377699999997,176.4540833333333,0.0,1.0,controlled_export_or_transmission_study,0.0,0.0,0.0,PG&E 60kV,60,PG&E,Operational,OH,east,170.16808363950886,0.06933885185160722,3200.0,178.29026034481103,0.0,042981101,ELK 1101,3745190,0.0,0.0,12,3.0,May 2026,ELK 1101,ELK,12,1317,177,25,16,17,1024,1163,2187,873.0,2366.0,873.0,Moderate,4.9243,1545.7377699999997,R,RL160,RL,1.0,0.6017391304347826,0.7373913043478261,1.0,0.0,1.0,0.4824175824175824,0.5171584699453552,0.0,1.0,1.0,0.0
